url,identifier,dataset_title,description,thema_name,set_name,subset_name,einheit_kurz,einheit_lang
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_356.csv,399@statistisches-amt-kanton-zuerich,"Total geschaffene Stellen, Beschäftigte [Anz.]","Total geschaffene Stellen (2. und 3. Sektor). Die Statistik der Neugründungen erfasst nur tatsächlich - also «ex nihilo» - neu entstandene Unternehmen mit marktwirtschaftlicher Tätigkeit. Aus Fusionen, Übernahmen, Spaltungen oder Restrukturierungen hervorgegangene Unternehmen werden folglich nicht berücksichtigt. Werte < 4 werden nicht ausgewiesen.",Arbeit und Unternehmen,"Betriebe, Beschäftigte (Sektoren 1, 2 und 3)",Unternehmensgründungen,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_821.csv,386@statistisches-amt-kanton-zuerich,Anteil GK A [%],"Anteil Einwohner pro ÖV-Güteklasse A: Die ÖV-Güteklassen geben lagesscharf Aufschluss über die Erschliessungsqualität einer Gemeinde mit dem ÖV. In einem ersten Schritt werden Haltestellenkategorien definiert, in Abhängigkeit von einem an der Haltestelle verfügbaren ÖV-Verkehrsmittel und dem Kursintervall.  Danach wird in Abhängigkeit von Haltestellenkategorie und Luftliniendistanz die ÖV-Güteklasse ermittelt. Für jede Gemeinde werden die Einwohner pro Güteklasse in Prozent berechnet. (http://www.afv.zh.ch/internet/volkswirtschaftsdirektion/afv/de/verkehrsgrundlagen/verkehrsangebot/erreichbarkeit_und_erschliessung/_jcr_content/contentPar/downloadlist/downloaditems/infoblatt_v_g_teklas.spooler.download.1436273189233.pdf/KTZH_AFV_Broschuere_OeV-Gueteklassen.pdf)",Raum und Umwelt,Verkehr,ÖV-Güteklassen Erschliessung,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_822.csv,387@statistisches-amt-kanton-zuerich,Anteil GK B [%],"Anteil Einwohner pro ÖV-Güteklasse B: Die ÖV-Güteklassen geben lagesscharf Aufschluss über die Erschliessungsqualität einer Gemeinde mit dem ÖV. In einem ersten Schritt werden Haltestellenkategorien definiert, in Abhängigkeit von einem an der Haltestelle verfügbaren ÖV-Verkehrsmittel und dem Kursintervall.  Danach wird in Abhängigkeit von Haltestellenkategorie und Luftliniendistanz die ÖV-Güteklasse ermittelt. Für jede Gemeinde werden die Einwohner pro Güteklasse in Prozent berechnet. (http://www.afv.zh.ch/internet/volkswirtschaftsdirektion/afv/de/verkehrsgrundlagen/verkehrsangebot/erreichbarkeit_und_erschliessung/_jcr_content/contentPar/downloadlist/downloaditems/infoblatt_v_g_teklas.spooler.download.1436273189233.pdf/KTZH_AFV_Broschuere_OeV-Gueteklassen.pdf)",Raum und Umwelt,Verkehr,ÖV-Güteklassen Erschliessung,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_823.csv,388@statistisches-amt-kanton-zuerich,Anteil GK C [%],"Anteil Einwohner pro ÖV-Güteklasse C: Die ÖV-Güteklassen geben lagesscharf Aufschluss über die Erschliessungsqualität einer Gemeinde mit dem ÖV. In einem ersten Schritt werden Haltestellenkategorien definiert, in Abhängigkeit von einem an der Haltestelle verfügbaren ÖV-Verkehrsmittel und dem Kursintervall.  Danach wird in Abhängigkeit von Haltestellenkategorie und Luftliniendistanz die ÖV-Güteklasse ermittelt. Für jede Gemeinde werden die Einwohner pro Güteklasse in Prozent berechnet. (http://www.afv.zh.ch/internet/volkswirtschaftsdirektion/afv/de/verkehrsgrundlagen/verkehrsangebot/erreichbarkeit_und_erschliessung/_jcr_content/contentPar/downloadlist/downloaditems/infoblatt_v_g_teklas.spooler.download.1436273189233.pdf/KTZH_AFV_Broschuere_OeV-Gueteklassen.pdf)",Raum und Umwelt,Verkehr,ÖV-Güteklassen Erschliessung,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_824.csv,389@statistisches-amt-kanton-zuerich,Anteil GK D [%],"Anteil Einwohner pro ÖV-Güteklasse D: Die ÖV-Güteklassen geben lagesscharf Aufschluss über die Erschliessungsqualität einer Gemeinde mit dem ÖV. In einem ersten Schritt werden Haltestellenkategorien definiert, in Abhängigkeit von einem an der Haltestelle verfügbaren ÖV-Verkehrsmittel und dem Kursintervall.  Danach wird in Abhängigkeit von Haltestellenkategorie und Luftliniendistanz die ÖV-Güteklasse ermittelt. Für jede Gemeinde werden die Einwohner pro Güteklasse in Prozent berechnet. (http://www.afv.zh.ch/internet/volkswirtschaftsdirektion/afv/de/verkehrsgrundlagen/verkehrsangebot/erreichbarkeit_und_erschliessung/_jcr_content/contentPar/downloadlist/downloaditems/infoblatt_v_g_teklas.spooler.download.1436273189233.pdf/KTZH_AFV_Broschuere_OeV-Gueteklassen.pdf)",Raum und Umwelt,Verkehr,ÖV-Güteklassen Erschliessung,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_825.csv,390@statistisches-amt-kanton-zuerich,Anteil GK E [%],"Anteil Einwohner pro ÖV-Güteklasse E: Die ÖV-Güteklassen geben lagesscharf Aufschluss über die Erschliessungsqualität einer Gemeinde mit dem ÖV. In einem ersten Schritt werden Haltestellenkategorien definiert, in Abhängigkeit von einem an der Haltestelle verfügbaren ÖV-Verkehrsmittel und dem Kursintervall.  Danach wird in Abhängigkeit von Haltestellenkategorie und Luftliniendistanz die ÖV-Güteklasse ermittelt. Für jede Gemeinde werden die Einwohner pro Güteklasse in Prozent berechnet. (http://www.afv.zh.ch/internet/volkswirtschaftsdirektion/afv/de/verkehrsgrundlagen/verkehrsangebot/erreichbarkeit_und_erschliessung/_jcr_content/contentPar/downloadlist/downloaditems/infoblatt_v_g_teklas.spooler.download.1436273189233.pdf/KTZH_AFV_Broschuere_OeV-Gueteklassen.pdf)",Raum und Umwelt,Verkehr,ÖV-Güteklassen Erschliessung,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_828.csv,400@statistisches-amt-kanton-zuerich,Ertrags- (+) / Aufwandüberschuss (-) [Fr./Einw.],Jahresergebnis Erfolgsrechnung. Ertragsüberschuss (positives Vorzeichen) oder Aufwandüberschuss (negatives Vorzeichen). Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.,Öffentliche Finanzen,Gemeindefinanzen,Gemeinde Nettoaufwand,Fr./Einw.,Franken pro Einwohner
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_182.csv,185@statistisches-amt-kanton-zuerich,Bauinvestitionen [Mio.Fr.],"Bauinvestitionen von Bautätigkeiten mit Investitionscharakter, die einer behördlichen Bewilligung bedürfen",Bau und Immobilien,"Gebäudevolumen, Bauinvestitionen",Bauinvestitionen,Mio.Fr.,Millionen Franken
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_406.csv,115@statistisches-amt-kanton-zuerich,Bevölkerung: katholisch [Pers.],"Katholische Wohnbevölkerung (zivilrechtlicher Wohnsitz; ab 2010 inkl. vorläufig Aufgenommene, die seit mehr als einem Jahr in der Gemeinde leben, aber ohne Wochenaufenthalter und Asylbewerber). ",Bevölkerung und Soziales,Bevölkerungsbestand und Haushalte,Konfession,Pers.,Personen
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_256.csv,203@statistisches-amt-kanton-zuerich,Zuzüge [Pers.],"Anzahl zugezogene Personen. Hinweis: Ab 2011 Wechsel des Produktionsverfahrens und neue Definition der ständigen Wohnbevölkerung, die zusätzlich Personen im Asylprozess mit einer Gesamtaufenthaltsdauer von mindestens 12 Monaten umfasst. Inkl. innerkantonaler Wanderungen.",Bevölkerung und Soziales,Bevölkerungsbewegung,Zuzüge und Wegzüge,Pers.,Personen
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_412.csv,159@statistisches-amt-kanton-zuerich,Bruttoinvestitionen [Fr./Einw.],Bruttoinvestitionen pro Einwohner. Aussage: Massgrösse für den Infrastrukturausbau ohne Berücksichtigung der Finanzierungsträger. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt.,Öffentliche Finanzen,Gemeindefinanzen,Gemeindekennziffern,Fr./Einw.,Franken pro Einwohner
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_429.csv,167@statistisches-amt-kanton-zuerich,Nettoaufwand Volkswirtschaft [Fr./Einw.],Bruttoaufwand - Bruttoertrag (der Laufenden Rechnung). Aussage: Durch Steuern zu finanzierender Anteil des betreffenden Hauptaufgabenbereichs. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.,Öffentliche Finanzen,Gemeindefinanzen,Gemeinde Nettoaufwand,Fr./Einw.,Franken pro Einwohner
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_415.csv,170@statistisches-amt-kanton-zuerich,Finanzvermögen [Fr./Einw.],"Finanzvermögen pro Einwohner. Das Finanzvermögen besteht beispielsweise aus flüssigen Mittel, Forderungen, Finanzanlagen und Sachanlagen Finanzvermögen. Es umfasst jene Vermögenswerte, die ohne Beeinträchtigung der öffentlichen Aufgabenerfüllung jederzeit veräussert werden können. Es handelt sich dabei um Vermögensanlagen, welche den Finanzhaushalt grundsätzlich nicht belasten, sondern einen Ertrag abwerfen sollten. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.",Öffentliche Finanzen,Gemeindefinanzen,Gemeindekennziffern,Fr./Einw.,Franken pro Einwohner
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_290.csv,20@statistisches-amt-kanton-zuerich,Anteil Grundsteuern am Steuerertrag [%],Anteil Grundsteuern am Steuerertrag (Nettoertrag Rechnungsjahr): Der Kanton Zürich kennt seit der Steuerperiode 2005 nur noch die Grundstückgewinnsteuer. Die Handänderungssteuer wurde mit einer Volksabstimmung per 1. Januar 2005 abgeschafft.,Öffentliche Finanzen,Gemeindesteuern,Steuererträge,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_428.csv,165@statistisches-amt-kanton-zuerich,Nettoaufwand Verkehr und Nachrichtenübermittlung [Fr./Einw.],Bruttoaufwand - Bruttoertrag (der Laufenden Rechnung). Aussage: Durch Steuern zu finanzierender Anteil des betreffenden Hauptaufgabenbereichs. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.,Öffentliche Finanzen,Gemeindefinanzen,Gemeinde Nettoaufwand,Fr./Einw.,Franken pro Einwohner
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_174.csv,152@statistisches-amt-kanton-zuerich,Bauinv. Landwirtschaft 5 Jahre [Fr./Einw.],"Durchschnittliche Bauinvestitionen der letzten 5 Jahre im Bereich Landwirtschaft (Bauinv. für landwirtschaftliche Ökonomiebauten inkl. Gartenbau), in Franken pro Einwohner.",Bau und Immobilien,"Gebäudevolumen, Bauinvestitionen",Bauinvestitionen,Fr./Einw.,Franken pro Einwohner
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_294.csv,24@statistisches-amt-kanton-zuerich,Anteil natürl. Pers. an allg. Gemeindesteuern [%],Anteil natürlicher Personen an den allg. Gemeindesteuern (Nettoertrag Rechnungsjahr).,Öffentliche Finanzen,Gemeindesteuern,Steuererträge,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_167.csv,107@statistisches-amt-kanton-zuerich,Geb.Vol. Wohnen: Anteil [%],Approximatives Gebäudevolumen von Wohnbauten (exkl. Anteil Fremdnutzungen in Wohnbauten),Bau und Immobilien,"Gebäudevolumen, Bauinvestitionen",Gebäudevolumen,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_582.csv,355@statistisches-amt-kanton-zuerich,Arbeitsstätten im Sekundärsektor [Anz.],"Anzahl Arbeitsstätten des Sekundärsektors (Bergbau, Verarbeitendes Gewerbe/Herstellung von Waren, Energie- und Wasserversorung, Baugewerbe/Bau). Aktuellstes Jahr provisorisch.",Arbeit und Unternehmen,"Betriebe, Beschäftigte (Sektoren 1, 2 und 3)",Arbeitsstätten / Betriebe,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_304.csv,59@statistisches-amt-kanton-zuerich,Restaurants [Anz.],"Anzahl Restaurants, Imbissstuben, Tea-Rooms und Gelaterias inkl. Restaurants mit begrenzten Übernachtungsmöglichkeiten (2008: NOGA2008 561001 und 561002; bis 2005: NOGA2002 HA 553). Bruch in der Reihe zwischen 2008 und 2011 aufgrund des Übergangs von der alten BZ-Methodik auf STATENT. Daten des aktuellsten Jahres provisorisch.",Arbeit und Unternehmen,"Beherbergung, Gastronomie",Gastronomie (Restaurants),Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_591.csv,343@statistisches-amt-kanton-zuerich,VZÄ im Primärsektor [Anz.],"Beschäftigung des Primärsektors (Land- und Forstwirtschaft) in Vollzeitäquivalenten. Aktuellstes Jahr provisorisch.  Ab 2015 Berechnung mit neuem Modell, was in Bezug auf die VZÄ zu einem Bruch in der Zeitreihe zwischen 2014 und 2015 führt. Werte < 4 werden nicht ausgewiesen.",Arbeit und Unternehmen,"Betriebe, Beschäftigte (Sektoren 1, 2 und 3)",Beschäftigung / Vollzeitäquivalente,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_316.csv,246@statistisches-amt-kanton-zuerich,Steuerb. Einkommen natürl. Pers. Median [Fr.],"Steuerbares Einkommen Schweiz steuerpflichtiger natürlicher Personen aus der Bundessteuerstatistik. Der Median ist ein Schwellenwert: Die Hälfte der Bevölkerung liegt unter, die andere Hälfte über diesem Wert.",Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,Fr.,Franken
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_829.csv,403@statistisches-amt-kanton-zuerich,Personalsteuerpflichtige [Anz.],Anzahl Personalsteuerpflichtige,Öffentliche Finanzen,Steuerpflichtige,Personalsteuerpflichtige,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_830.csv,404@statistisches-amt-kanton-zuerich,Total ordentlich Besteuerte [Anz.],Ordentlich besteuerte natürliche Personen,Öffentliche Finanzen,Steuerpflichtige,ordentlich Besteuerte,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_831.csv,405@statistisches-amt-kanton-zuerich,Ausserhalb des Kt. wohnhaft Besteuerte [Anz.],"Anzahl ordentlich besteuerte natürliche Personen, welche ausserhalb des Kantons wohnhaft sind.",Öffentliche Finanzen,Steuerpflichtige,ordentlich Besteuerte,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_832.csv,406@statistisches-amt-kanton-zuerich,Ordentlich und an der Quelle Besteuerte [Anz.],"Anzahl ordentlich besteuerte natürliche Personen, welche auch an der Quelle besteuerte sind.",Öffentliche Finanzen,Steuerpflichtige,ordentlich Besteuerte,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_833.csv,407@statistisches-amt-kanton-zuerich,Total Quellensteuerpflichtige [Anz.],Anzahl Quellensteuerpflichtige,Öffentliche Finanzen,Steuerpflichtige,Quellensteuerpflichtige,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_834.csv,408@statistisches-amt-kanton-zuerich,Nur an der Quelle besteuerte Quellensteuerpfl. [Anz.],"Anzahl Quellensteuerpflichtige, welche nur an der Quelle besteuert sind",Öffentliche Finanzen,Steuerpflichtige,Quellensteuerpflichtige,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_835.csv,409@statistisches-amt-kanton-zuerich,Reformierte Kirchensteuerpflichtige [Anz.],Reformierte Kirchensteuerpflichtige,Öffentliche Finanzen,Steuerpflichtige,Kirchensteuerpflichtige,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_836.csv,410@statistisches-amt-kanton-zuerich,Katholische Kirchensteuerpflichtige [Anz.],Katholische Kirchensteuerpflichtige,Öffentliche Finanzen,Steuerpflichtige,Kirchensteuerpflichtige,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_837.csv,411@statistisches-amt-kanton-zuerich,Christkatholische Kirchensteuerpflichtige [Anz.],"Christkatholische Kirchensteuerpflichtige.
Bis 2019 nur Daten für die Stadt Zürich verfügbar. Ab 2020 für alle Gemeinden. Werte < 4 werden nicht ausgewiesen.",Öffentliche Finanzen,Steuerpflichtige,Kirchensteuerpflichtige,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_838.csv,412@statistisches-amt-kanton-zuerich,Total Kirchensteuerpflichtige [Anz.],Total Kirchensteuerpflichtige,Öffentliche Finanzen,Steuerpflichtige,Kirchensteuerpflichtige,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_839.csv,413@statistisches-amt-kanton-zuerich,Steuerfuss (ohne Kirchen) [%],"Steuerfuss inkl. Schulgemeinde. Bei mehreren Primarschul- oder Oberstufenschulgemeinden auf dem Gemeindegebiet, wurde der erste Steuerfuss verwendet. Details zu angewendeten Steuerfüssen sind direkt bei den jeweiligen Gemeinden einzuholen. Zeitreihe ab 2012 (neues Finanzausgleichsgesetz).",Öffentliche Finanzen,Steuerfüsse,natürliche Personen,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_817.csv,334@statistisches-amt-kanton-zuerich,ZL-Bezügerquote der Personen ab 65 Jahren [%],"ZL-Bezügerquote der Personen ab 65 Jahren. Die ZL-Bezügerquote weist den Anteil der Personen im Rentenalter aus, der mit Zusatzleistungen zur Altersrente unterstützt wird (Referenzpopulation: kantonale Bevölkerungserhebung).",Bevölkerung und Soziales,Soziales,Bedarfsabhängige Sozialleistungen,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_65.csv,88@statistisches-amt-kanton-zuerich,Gesamtsteuerfuss (ohne Kirchen) [%],"Bezogener Gesamtsteuerfuss ohne Kirchen in Prozent der einfachen Staatssteuer, gewichtet mit der Steuerkraft des jeweiligen Jahres. Zeitreihe ab 2012 (neues Finanzausgleichsgesetz). Details zu angewendeten Steuerfüssen sind direkt bei den jeweiligen Gemeinden einzuholen. Die Daten des aktuellsten Jahr sind provisorisch.",Öffentliche Finanzen,Steuerfüsse,natürliche Personen,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_301.csv,57@statistisches-amt-kanton-zuerich,Hotelbetten [Anz.],Anzahl Hotelbetten im Juni des Erhebungsjahres. Daten des aktuellsten Jahres sind provisorisch!,Arbeit und Unternehmen,"Beherbergung, Gastronomie",Hotels,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_804.csv,282@statistisches-amt-kanton-zuerich,Wahlbeteiligung Nationalrat [%],Gültig eingelegte Listen (Wahlzettel) dividiert durch Anzahl Wahlberechtigte,Politik,Wahlbeteiligung,Wahlbeteiligung Proporzwahlen,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_540.csv,14@statistisches-amt-kanton-zuerich,Hotelbetten pro Hotel [Anz.],"Anzahl Betten / Anzahl Hotels. Stand im Juni des Erhebungsjahres. Daten des aktuellsten Jahres sind provisorisch! Daten des Jahres 2004 aus der Erhebung der Statistischen Ämter von Stadt und Kanton Zürich, da das BFS 2004 keine Erhebung duchgeführt hat.",Arbeit und Unternehmen,"Beherbergung, Gastronomie",Hotels,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_365.csv,241@statistisches-amt-kanton-zuerich,Anteil 6+ Zi.-Wohnungen [%],Anteil 6+ Zi.-Wohnungen am Wohnungsbestand. Wohnungsbestand gemäss GWS. Wohnungsbestand bis 2009 aus Fortschreibung des Wohnungsbestandes der GWZ aufgrund der WBT.,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_416.csv,172@statistisches-amt-kanton-zuerich,Fremdkapital [Fr./Einw.],"Fremdkapital pro Einwohner. Das Fremdkapital besteht beispielsweise aus laufenden Verbindlichkeiten, Finanzverbindlichkeiten, Rückstellungen und Fonds im Fremdkapital. Es wird unterteilt in kurz- und langfristige Verbindlichkeiten und gilt als Beurteilungsgrösse für die Kapitalstruktur und das absolute Verschuldungsausmass. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.",Öffentliche Finanzen,Gemeindefinanzen,Gemeindekennziffern,Fr./Einw.,Franken pro Einwohner
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_286.csv,30@statistisches-amt-kanton-zuerich,Ø steuerbares Vermögen natürliche Pers. [1000 Fr.],Durchschnittliches steuerbares Vermögen ordentlich besteuerter natürlichen Personen (exkl. Quellensteuerpflichtige und ausserhalb des Kt. wohnhafte).  Hinweis: Sehr hohe Beträge einiger weniger Steuerpflichtigen wirken sich entsprechend stark auf den Mittelwert aus. Bis 1998: Reinvermögen.,Öffentliche Finanzen,Gemeindesteuern,Steuergrundlagen,1000 Fr.,Tausend Franken
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_47.csv,175@statistisches-amt-kanton-zuerich,Bauzonen [ha],Total Bauzonenfläche,Bau und Immobilien,"Bauzonen, Bauzonenverbrauch",Bauzonen,ha,Hektaren
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_161.csv,96@statistisches-amt-kanton-zuerich,Geb.Vol. Infrastruktur: Anteil [%],"Approximatives Gebäudevolumen in den Bereichen Unterricht, Gesundheit, Kultur/Sport, Verkehr und Ver-/Entsorgung",Bau und Immobilien,"Gebäudevolumen, Bauinvestitionen",Gebäudevolumen,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_603.csv,679@statistisches-amt-kanton-zuerich,Motorrad-Neuzulasssungen pro 1000 Einw. [Anz.],"Zwischen dem 1. Oktober des Vorjahres und dem 30. September erstmals in Verkehr gesetzte Motorräder, geteilt durch die Bevölkerung in Tausend. Hinweis: Der Wert für den ganzen Kanton umfasst alle Motorräder mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.",Raum und Umwelt,Verkehr,Motorfahrzeug-Neuzulassungen,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_613.csv,689@statistisches-amt-kanton-zuerich,Neuzulassungen anderer Antrieb [%],"Anteil der Personenwagen (PW) mit anderem Antrieb an allen Personenwagen, die zwischen dem 1. Oktober des Vorjahrs und dem 30. September erstmals in Verkehr gesetzt wurden. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.",Raum und Umwelt,Verkehr,PW-Neuzulassungen nach Antriebsart,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_609.csv,685@statistisches-amt-kanton-zuerich,Neuzulassungen Benzinmotor [%],"Anteil der Personenwagen (PW) mit Benzinmotor an allen Personenwagen, die zwischen dem 1. Oktober des Vorjahrs und dem 30. September erstmals in Verkehr gesetzt wurden. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.",Raum und Umwelt,Verkehr,PW-Neuzulassungen nach Antriebsart,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_605.csv,681@statistisches-amt-kanton-zuerich,Bestand Dieselmotor [%],"Anteil der Personenwagen (PW) mit Dieselmotor an allen am 30. September eingelösten Personenwagen. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.",Raum und Umwelt,Verkehr,PW-Bestand nach Antriebsart,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_612.csv,688@statistisches-amt-kanton-zuerich,Neuzulassungen  Elektromotor [%],"Anteil der Personenwagen (PW) mit Elektromotor an allen Personenwagen, die zwischen dem 1. Oktober des Vorjahrs und dem 30. September erstmals in Verkehr gesetzt wurden. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.",Raum und Umwelt,Verkehr,PW-Neuzulassungen nach Antriebsart,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_611.csv,687@statistisches-amt-kanton-zuerich,Neuzulassungen  Hybridantrieb [%],"Anteil der Personenwagen (PW) mit Hybridantrieb an allen Personenwagen, die zwischen dem 1. Oktober des Vorjahrs und dem 30. September erstmals in Verkehr gesetzt wurden; Hybridantrieb meint dabei alle Kombinationen von Elektro- und Verbrennungsmotor. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.",Raum und Umwelt,Verkehr,PW-Neuzulassungen nach Antriebsart,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_610.csv,686@statistisches-amt-kanton-zuerich,Neuzulassungen  Dieselmotor [%],"Anteil der Personenwagen (PW) mit Dieselmotor an allen Personenwagen, die zwischen dem 1. Oktober des Vorjahrs und dem 30. September erstmals in Verkehr gesetzt wurden. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.",Raum und Umwelt,Verkehr,PW-Neuzulassungen nach Antriebsart,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_600.csv,676@statistisches-amt-kanton-zuerich,PW-Neuzulassungen [Anz.],"Zwischen dem 1. Oktober des Vorjahres und dem 30. September erstmals in Verkehr gesetzte Personenwagen (PW). Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.",Raum und Umwelt,Verkehr,Motorfahrzeug-Neuzulassungen,Anz.,Anzahl
