"id","theme","title","description","start_date","end_date","download_url","format"
132,"Öffentliche Verwaltung und Finanzen","Nettoaufwand Volkswirtschaft [Fr./Einw.]","Bruttoaufwand - Bruttoertrag (der Laufenden Rechnung). Aussage: Durch Steuern zu finanzierender Anteil des betreffenden Hauptaufgabenbereichs. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_429.csv","CSV"
135,"Öffentliche Verwaltung und Finanzen","Finanzvermögen [Fr./Einw.]","Finanzvermögen pro Einwohner. Das Finanzvermögen besteht beispielsweise aus flüssigen Mittel, Forderungen, Finanzanlagen und Sachanlagen Finanzvermögen. Es umfasst jene Vermögenswerte, die ohne Beeinträchtigung der öffentlichen Aufgabenerfüllung jederzeit veräussert werden können. Es handelt sich dabei um Vermögensanlagen, welche den Finanzhaushalt grundsätzlich nicht belasten, sondern einen Ertrag abwerfen sollten. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_415.csv","CSV"
17,"Öffentliche Verwaltung und Finanzen","Anteil Grundsteuern am Steuerertrag [%]","Anteil Grundsteuern am Steuerertrag (Nettoertrag Rechnungsjahr): Der Kanton Zürich kennt seit der Steuerperiode 2005 nur noch die Grundstückgewinnsteuer. Die Handänderungssteuer wurde mit einer Volksabstimmung per 1. Januar 2005 abgeschafft.","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_290.csv","CSV"
130,"Öffentliche Verwaltung und Finanzen","Nettoaufwand Verkehr und Nachrichtenübermittlung [Fr./Einw.]","Bruttoaufwand - Bruttoertrag (der Laufenden Rechnung). Aussage: Durch Steuern zu finanzierender Anteil des betreffenden Hauptaufgabenbereichs. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_428.csv","CSV"
117,"Bau- und Wohnungswesen","Bauinv. Landwirtschaft 5 Jahre [Fr./Einw.]","Durchschnittliche Bauinvestitionen der letzten 5 Jahre im Bereich Landwirtschaft (Bauinv. für landwirtschaftliche Ökonomiebauten inkl. Gartenbau), in Franken pro Einwohner.","1998-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_174.csv","CSV"
21,"Öffentliche Verwaltung und Finanzen","Anteil natürl. Pers. an allg. Gemeindesteuern [%]","Anteil natürlicher Personen an den allg. Gemeindesteuern (Nettoertrag Rechnungsjahr).","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_294.csv","CSV"
88,"Bau- und Wohnungswesen","Geb.Vol. Wohnen: Anteil [%]","Approximatives Gebäudevolumen von Wohnbauten (exkl. Anteil Fremdnutzungen in Wohnbauten)","1990-12-31","2023-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_167.csv","CSV"
276,"Arbeit, Erwerb","Arbeitsstätten im Sekundärsektor [Anz.]","Anzahl Arbeitsstätten des Sekundärsektors (Bergbau, Verarbeitendes Gewerbe/Herstellung von Waren, Energie- und Wasserversorung, Baugewerbe/Bau). Aktuellstes Jahr provisorisch.","2011-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_582.csv","CSV"
52,"Industrie, Dienstleistungen","Restaurants [Anz.]","Anzahl Restaurants, Imbissstuben, Tea-Rooms und Gelaterias inkl. Restaurants mit begrenzten Übernachtungsmöglichkeiten (2008: NOGA2008 561001 und 561002; bis 2005: NOGA2002 HA 553). Bruch in der Reihe zwischen 2008 und 2011 aufgrund des Übergangs von der alten BZ-Methodik auf STATENT. Daten des aktuellsten Jahres provisorisch.","2011-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_304.csv","CSV"
266,"Arbeit, Erwerb","VZÄ im Primärsektor [Anz.]","Beschäftigung des Primärsektors (Land- und Forstwirtschaft) in Vollzeitäquivalenten. Aktuellstes Jahr provisorisch.  Ab 2015 Berechnung mit neuem Modell, was in Bezug auf die VZÄ zu einem Bruch in der Zeitreihe zwischen 2014 und 2015 führt. Werte < 4 werden nicht ausgewiesen.","2011-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_591.csv","CSV"
204,"Öffentliche Verwaltung und Finanzen","Steuerb. Einkommen natürl. Pers. Median [Fr.]","Steuerbares Einkommen Schweiz steuerpflichtiger natürlicher Personen aus der Bundessteuerstatistik. Der Median ist ein Schwellenwert: Die Hälfte der Bevölkerung liegt unter, die andere Hälfte über diesem Wert.","1999-12-31","2020-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_316.csv","CSV"
719,"Öffentliche Verwaltung und Finanzen","Personalsteuerpflichtige [Anz.]","Anzahl Personalsteuerpflichtige","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_829.csv","CSV"
720,"Öffentliche Verwaltung und Finanzen","Total ordentlich Besteuerte [Anz.]","Ordentlich besteuerte natürliche Personen","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_830.csv","CSV"
721,"Öffentliche Verwaltung und Finanzen","Ausserhalb des Kt. wohnhaft Besteuerte [Anz.]","Anzahl ordentlich besteuerte natürliche Personen, welche ausserhalb des Kantons wohnhaft sind.","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_831.csv","CSV"
722,"Öffentliche Verwaltung und Finanzen","Ordentlich und an der Quelle Besteuerte [Anz.]","Anzahl ordentlich besteuerte natürliche Personen, welche auch an der Quelle besteuerte sind.","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_832.csv","CSV"
723,"Öffentliche Verwaltung und Finanzen","Total Quellensteuerpflichtige [Anz.]","Anzahl Quellensteuerpflichtige","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_833.csv","CSV"
724,"Öffentliche Verwaltung und Finanzen","Nur an der Quelle besteuerte Quellensteuerpfl. [Anz.]","Anzahl Quellensteuerpflichtige, welche nur an der Quelle besteuert sind","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_834.csv","CSV"
725,"Öffentliche Verwaltung und Finanzen","Reformierte Kirchensteuerpflichtige [Anz.]","Reformierte Kirchensteuerpflichtige","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_835.csv","CSV"
726,"Öffentliche Verwaltung und Finanzen","Katholische Kirchensteuerpflichtige [Anz.]","Katholische Kirchensteuerpflichtige","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_836.csv","CSV"
727,"Öffentliche Verwaltung und Finanzen","Christkatholische Kirchensteuerpflichtige [Anz.]","Christkatholische Kirchensteuerpflichtige.
Bis 2019 nur Daten für die Stadt Zürich verfügbar. Ab 2020 für alle Gemeinden. Werte < 4 werden nicht ausgewiesen.","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_837.csv","CSV"
728,"Öffentliche Verwaltung und Finanzen","Total Kirchensteuerpflichtige [Anz.]","Total natürliche Personen mit Kirchensteuerpflicht","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_838.csv","CSV"
729,"Öffentliche Verwaltung und Finanzen","Steuerfuss (ohne Kirchen) [%]","Steuerfuss inkl. Schulgemeinde. Bei mehreren Primarschul- oder Oberstufenschulgemeinden auf dem Gemeindegebiet, wurde der erste Steuerfuss verwendet. Details zu angewendeten Steuerfüssen sind direkt bei den jeweiligen Gemeinden einzuholen. Zeitreihe ab 2012 (neues Finanzausgleichsgesetz).","2012-12-31","2023-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_839.csv","CSV"
257,"Soziale Sicherheit","ZL-Bezügerquote der Personen ab 65 Jahren [%]","ZL-Bezügerquote der Personen ab 65 Jahren. Die ZL-Bezügerquote weist den Anteil der Personen im Rentenalter aus, der mit Zusatzleistungen zur Altersrente unterstützt wird. Bei Gemeinden, die weniger als 5 Fälle haben, wird keine Quote ausgewiesen. (Referenzpopulation im Gemeindeporträt: kantonale Bevölkerungserhebung. Das BFS verwendet für die Berechnung seiner Quoten als Referenzpopulation STATPOP des Vorjahres.)","2010-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_817.csv","CSV"
71,"Öffentliche Verwaltung und Finanzen","Gesamtsteuerfuss (ohne Kirchen) [%]","Bezogener Gesamtsteuerfuss ohne Kirchen in Prozent der einfachen Staatssteuer, gewichtet mit der Steuerkraft des jeweiligen Jahres. Zeitreihe ab 2012 (neues Finanzausgleichsgesetz). Details zu angewendeten Steuerfüssen sind direkt bei den jeweiligen Gemeinden einzuholen. Die Daten des aktuellsten Jahr sind provisorisch.","2012-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_65.csv","CSV"
50,"Industrie, Dienstleistungen","Hotelbetten [Anz.]","Anzahl Hotelbetten im Juni des Erhebungsjahres. Daten des aktuellsten Jahres sind provisorisch!","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_301.csv","CSV"
212,"Politik","Wahlbeteiligung Nationalrat [%]","Gültig eingelegte Listen (Wahlzettel) dividiert durch Anzahl Wahlberechtigte","2003-12-31","2019-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_804.csv","CSV"
13,"Industrie, Dienstleistungen","Hotelbetten pro Hotel [Anz.]","Anzahl Betten / Anzahl Hotels. Stand im Juni des Erhebungsjahres. Daten des aktuellsten Jahres sind provisorisch! Daten des Jahres 2004 aus der Erhebung der Statistischen Ämter von Stadt und Kanton Zürich, da das BFS 2004 keine Erhebung duchgeführt hat.","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_540.csv","CSV"
202,"Bau- und Wohnungswesen","Anteil 6+ Zi.-Wohnungen [%]","Anteil 6+ Zi.-Wohnungen am Wohnungsbestand. Wohnungsbestand gemäss GWS. Wohnungsbestand bis 2009 aus Fortschreibung des Wohnungsbestandes der GWZ aufgrund der WBT.","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_365.csv","CSV"
136,"Öffentliche Verwaltung und Finanzen","Fremdkapital [Fr./Einw.]","Fremdkapital pro Einwohner. Das Fremdkapital besteht beispielsweise aus laufenden Verbindlichkeiten, Finanzverbindlichkeiten, Rückstellungen und Fonds im Fremdkapital. Es wird unterteilt in kurz- und langfristige Verbindlichkeiten und gilt als Beurteilungsgrösse für die Kapitalstruktur und das absolute Verschuldungsausmass. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_416.csv","CSV"
27,"Öffentliche Verwaltung und Finanzen","Ø steuerbares Vermögen natürliche Pers. [1000 Fr.]","Durchschnittliches steuerbares Vermögen ordentlich besteuerter natürlichen Personen (exkl. Quellensteuerpflichtige und ausserhalb des Kt. wohnhafte).  Hinweis: Sehr hohe Beträge einiger weniger Steuerpflichtigen wirken sich entsprechend stark auf den Mittelwert aus. Bis 1998: Reinvermögen.","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_286.csv","CSV"
139,"Bau- und Wohnungswesen","Bauzonen [ha]","Total Bauzonenfläche","1996-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_47.csv","CSV"
77,"Bau- und Wohnungswesen","Geb.Vol. Infrastruktur: Anteil [%]","Approximatives Gebäudevolumen in den Bereichen Unterricht, Gesundheit, Kultur/Sport, Verkehr und Ver-/Entsorgung","1990-12-31","2023-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_161.csv","CSV"
1639,"Mobilität und Verkehr","Motorrad-Neuzulasssungen pro 1000 Einw. [Anz.]","Zwischen dem 1. Oktober des Vorjahres und dem 30. September erstmals in Verkehr gesetzte Motorräder, geteilt durch die Bevölkerung in Tausend. Hinweis: Der Wert für den ganzen Kanton umfasst alle Motorräder mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.","2002-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_603.csv","CSV"
1649,"Mobilität und Verkehr","Neuzulassungen anderer Antrieb [%]","Anteil der Personenwagen (PW) mit anderem Antrieb an allen Personenwagen, die zwischen dem 1. Oktober des Vorjahrs und dem 30. September erstmals in Verkehr gesetzt wurden. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.","2002-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_613.csv","CSV"
1645,"Mobilität und Verkehr","Neuzulassungen Benzinmotor [%]","Anteil der Personenwagen (PW) mit Benzinmotor an allen Personenwagen, die zwischen dem 1. Oktober des Vorjahrs und dem 30. September erstmals in Verkehr gesetzt wurden. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.","2002-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_609.csv","CSV"
1641,"Mobilität und Verkehr","Bestand Dieselmotor [%]","Anteil der Personenwagen (PW) mit Dieselmotor an allen am 30. September eingelösten Personenwagen. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.","2002-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_605.csv","CSV"
1648,"Mobilität und Verkehr","Neuzulassungen  Elektromotor [%]","Anteil der Personenwagen (PW) mit Elektromotor an allen Personenwagen, die zwischen dem 1. Oktober des Vorjahrs und dem 30. September erstmals in Verkehr gesetzt wurden. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.","2002-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_612.csv","CSV"
1647,"Mobilität und Verkehr","Neuzulassungen  Hybridantrieb [%]","Anteil der Personenwagen (PW) mit Hybridantrieb an allen Personenwagen, die zwischen dem 1. Oktober des Vorjahrs und dem 30. September erstmals in Verkehr gesetzt wurden; Hybridantrieb meint dabei alle Kombinationen von Elektro- und Verbrennungsmotor. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.","2002-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_611.csv","CSV"
1646,"Mobilität und Verkehr","Neuzulassungen  Dieselmotor [%]","Anteil der Personenwagen (PW) mit Dieselmotor an allen Personenwagen, die zwischen dem 1. Oktober des Vorjahrs und dem 30. September erstmals in Verkehr gesetzt wurden. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.","2002-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_610.csv","CSV"
1636,"Mobilität und Verkehr","PW-Neuzulassungen [Anz.]","Zwischen dem 1. Oktober des Vorjahres und dem 30. September erstmals in Verkehr gesetzte Personenwagen (PW). Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.","2002-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_600.csv","CSV"
1637,"Mobilität und Verkehr","PW-Neuzulassungen pro 1000 Einw. [Anz.]","Zwischen dem 1. Oktober des Vorjahres und dem 30. September erstmals in Verkehr gesetzte Personenwagen (PW), geteilt durch die Bevölkerung in Tausend. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.","2002-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_601.csv","CSV"
1638,"Mobilität und Verkehr","Motorrad-Neuzulassungen [Anz.]","Zwischen dem 1. Oktober des Vorjahres und dem 30. September erstmals in Verkehr gesetzte Motorräder. Hinweis: Der Wert für den ganzen Kanton umfasst alle Motorräder mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.","2002-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_602.csv","CSV"
1640,"Mobilität und Verkehr","Bestand Benzinmotor [%]","Anteil der Personenwagen (PW) mit Benzinmotor an allen am 30. September eingelösten Personenwagen. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.","2002-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_604.csv","CSV"
1642,"Mobilität und Verkehr","Bestand Hybridantrieb [%]","Anteil der Personenwagen (PW) mit Hybridantrieb an allen am 30. September eingelösten Personenwagen; Hybridantrieb meint dabei alle Kombinationen von Elektro- und Verbrennungsmotor. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.","2002-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_606.csv","CSV"
1643,"Mobilität und Verkehr","Bestand Elektromotor [%]","Anteil der Personenwagen (PW) mit Elektromotor an allen am 30. September eingelösten Personenwagen. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.","2002-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_607.csv","CSV"
1644,"Mobilität und Verkehr","Bestand anderer Antrieb [%]","Anteil der Personenwagen (PW) mit anderem Antrieb an allen am 30. September eingelösten Personenwagen. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.","2002-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_608.csv","CSV"
93,"Öffentliche Verwaltung und Finanzen","Investitionsanteil [%]","Bruttoinvestitionen in Prozent der Gesamtausgaben. Der Investitionsanteil zeigt welcher Anteil der gesamten Ausgaben einer Gemeinde für Investitionen in die Infrastruktur eingesetzt wird. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_418.csv","CSV"
255,"Preise","Baulandpreis Modell (Median) [Fr./m2]","Bodenpreismodell: Median der Modellpreise von unbebautem Land der Wohn- und Mischzone inkl. Abbruchliegenschaften. Die Modellpreise werden jährlich für den gesamten ausgewiesenen Zeitraum neu berechnet und aktualisiert.","1974-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_477.csv","CSV"
53,"Bevölkerung","4-Personenhaushalte [Anz.]","Anzahl Vierpersonenhaushalte (Privathaushalte)","1970-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_454.csv","CSV"
54,"Bevölkerung","Bevölkerungsdichte [Einw./km2]","Bevölkerung pro Gemeindefläche [Einwohner pro Quadratkilometer]","1962-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_460.csv","CSV"
57,"Bevölkerung","Bevölkerungszunahme 1 Jahr [%]","Veränderung der Einwohnerzahl (zivilrechtlicher Wohnsitz) gegenüber dem Vorjahr in Prozent. Wert für 1970 aus der Volkszählung (wirtschaftl. Wohnsitz), da keine kant. Erhebung stattgefunden hat.","1962-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_201.csv","CSV"
58,"Bevölkerung","Ausländeranteil [%]","Ausländeranteil in Prozent der Gesamtbevölkerung (zivilrechtlicher Wohnsitz; ab 2010 inkl. vorläufig Aufgenommene, die über einem Jahr in der Gemeinde leben, aber ohne Wochenaufenthalter und Asylbewerber).","1978-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_205.csv","CSV"
59,"Bevölkerung","Wegzüge [%]","Wegzüge in Bezug auf die Einwohnerzahl (gemäss Kantonaler Erhebung) Ende des vorhergehenden Jahres. Beispiel: Die ""Wegzüge [%] 2003"" beziehen sich auf die Einwohnerzahl von Ende 2002. Hinweis: Ab 2011 Wechsel des Produktionsverfahrens und neue Definition der ständigen Wohnbevölkerung, die zusätzlich Personen im Asylprozess mit einer Gesamtaufenthaltsdauer von mindestens 12 Monaten umfasst. Inkl. innerkantonaler Wanderungen.","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_252.csv","CSV"
63,"Bau- und Wohnungswesen","Gebäudevolumen: Zunahme [%]","Veränderung des Gebäudevolumens gegenüber Vorjahr (1995: jährliche Veränderung im Zeitraum 1990-2000)","1995-12-31","2023-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_170.csv","CSV"
70,"Bevölkerung","Bevölkerung: Frauenanteil [%]","Frauenanteil in Prozent der Gesamtbevölkerung (zivilrechtlicher Wohnsitz; ab 2010 inkl. vorläufig Aufgenommene,die seit mehr als einem Jahr in der Gemeinde leben, aber ohne Wochenaufenthalter und Asylbewerber). ","1991-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_206.csv","CSV"
73,"Bau- und Wohnungswesen","Geb.Vol. Dienstleistungen: Anteil [%]","Approximatives Gebäudevolumen von Büro-, Verkaufs- und Gastgewerbegebäuden (inkl. Anteil gemischte Wohnbauten)","1990-12-31","2023-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_157.csv","CSV"
74,"Bau- und Wohnungswesen","Geb.Vol. Dienstleistungen: Zunahme [%]","Veränderung des Gebäudevolumens gegenüber Vorjahr (1995: jährliche Veränderung im Zeitraum 1990-2000)","1995-12-31","2023-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_158.csv","CSV"
76,"Bau- und Wohnungswesen","Geb.Vol. Industrie/Lager: Zunahme [%]","Veränderung des Gebäudevolumens gegenüber Vorjahr (1995: jährliche Veränderung im Zeitraum 1990-2000)","1995-12-31","2023-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_160.csv","CSV"
78,"Bau- und Wohnungswesen","Geb.Vol. Infrastruktur: Zunahme [%]","Veränderung des Gebäudevolumens gegenüber Vorjahr (1995: jährliche Veränderung im Zeitraum 1990-2000)","1995-12-31","2023-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_162.csv","CSV"
79,"Bevölkerung","Bevölkerung: Anteil 0-14-Jährige [%]","Anteil 0-14-Jähriger an der Gesamtbevölkerung nach zivilrechtlichem Wohnsitz (ab 2010 inkl. vorläufig Aufgenommene, die seit mehr als einem Jahr in der Gemeinde leben, aber ohne Wochenaufenthalter und Asylbewerber). ","1998-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_81.csv","CSV"
80,"Bau- und Wohnungswesen","Geb.Vol. Landwirtschaft: Anteil [%]","Approximatives Gebäudevolumen von Landwirtschaftlichen Ökonomiebauten","1990-12-31","2023-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_163.csv","CSV"
81,"Bevölkerung","Bevölkerung: Anteil 15-19-Jährige [%]","Anteil 15-19-Jähriger an der Gesamtbevölkerung nach zivilrechtlichem Wohnsitz(ab 2010 inkl. vorläufig Aufgenommene, die seit mehr als einem Jahr in der Gemeinde leben, aber ohne Wochenaufenthalter und Asylbewerber). ","1998-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_83.csv","CSV"
82,"Bau- und Wohnungswesen","Geb.Vol. Landwirtschaft: Zunahme [%]","Veränderung des Gebäudevolumens gegenüber Vorjahr (1995: jährliche Veränderung im Zeitraum 1990-2000)","1995-12-31","2023-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_164.csv","CSV"
83,"Bevölkerung","Bevölkerung: Anteil 20-39-Jährige [%]","Anteil 20-39-Jähriger an der Gesamtbevölkerung nach zivilrechtlichem Wohnsitz(ab 2010 inkl. vorläufig Aufgenommene, die seit mehr als einem Jahr in der Gemeinde leben, aber ohne Wochenaufenthalter und Asylbewerber). ","1998-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_85.csv","CSV"
85,"Bevölkerung","Bevölkerung: Anteil 40-64-Jährige [%]","Anteil 40-64-Jähriger an der Gesamtbevölkerung nach zivilrechtlichem Wohnsitz (ab 2010 inkl. vorläufig Aufgenommene, die seit mehr als einem Jahr in der Gemeinde leben, aber ohne Wochenaufenthalter und Asylbewerber). ","1998-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_87.csv","CSV"
86,"Bau- und Wohnungswesen","Geb.Vol. Nebengebäude: Zunahme [%]","Veränderung des Gebäudevolumens gegenüber Vorjahr (1995: jährliche Veränderung im Zeitraum 1990-2000)","1995-12-31","2023-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_166.csv","CSV"
90,"Bau- und Wohnungswesen","Leerwohnungsquote [%]","Leerstehende Wohnungen am 1. Juni des Erhebungsjahres, gemessen am Wohnungsbestand","1984-12-31","2023-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_373.csv","CSV"
